X.leftstr1	LEFT	OK	String:abc
X.leftstr2	LEFT	OK	String:abc
X.leftstr3	LEFT	OK	String:|
X.leftstr4	LEFT	OK	String:|
X.leftstr5	LEFT	OK	String:日本
X.leftstr6	LEFT	OK	<null>
X.rightstr1	RIGHT	OK	String:def
X.rightstr2	RIGHT	OK	String:abc
X.rightstr3	RIGHT	OK	String:|
X.rightstr4	RIGHT	ERR	[SQLITE_NOMEM] A malloc() failed (out of memory)
X.rightstr5	RIGHT	OK	String:本語
X.rightstr6	RIGHT	OK	<null>
X.padl1	LPAD	OK	String: ab|
X.padl2	LPAD	OK	String:abcdef|
X.padl3	LPAD	ERR	[SQLITE_ERROR] SQL error or missing database (wrong number of arguments to function padl())
X.padl4	LPAD	OK	String: 日本|
X.padl5	LPAD	OK	<null>
X.padr1	RPAD	OK	String:ab |
X.padr2	RPAD	OK	String:abcdef|
X.padr3	RPAD	ERR	[SQLITE_ERROR] SQL error or missing database (wrong number of arguments to function padr())
X.padc1	RPAD	OK	String: ab |
X.repl1	REPEAT_STR	OK	String:ababab
X.repl2	REPEAT_STR	OK	String:|
X.repl3	REPEAT_STR	ERR	[SQLITE_ERROR] SQL error or missing database (domain error)
X.repl4	REPEAT_STR	OK	<null>
X.repl5	REPEAT_STR	OK	Integer:3
X.rev1	REVERSE_STRING	OK	String:cba
X.rev2	REVERSE_STRING	OK	String:olléh
X.rev3	REVERSE_STRING	OK	String:語本日
X.rev4	REVERSE_STRING	OK	<null>
X.rev5	REVERSE_STRING	OK	String:|
X.rev6	REVERSE_STRING	OK	String:ecila
X.ci1	STRPOS	OK	Integer:3
X.ci2	STRPOS	OK	Integer:0
X.ci3	STRPOS	OK	Integer:0
X.ci4	STRPOS	OK	Integer:0
X.ci5	STRPOS	OK	Integer:6
X.ci6	STRPOS	OK	Integer:3
X.prop1	UC_FIRST	OK	String:Hello
X.prop2	UC_FIRST	OK	String:Hello World
X.prop3	UC_FIRST	OK	String:Hello World
X.prop4	UC_FIRST	OK	String:éa
X.sf1	MISC	OK	String:ace
X.diff1	LEVENSHTEIN	OK	Integer:3
X.hex1	MISC	OK	String:616263
X.hex2	MISC	OK	byte[]:abc
X.hex3	MISC	OK	String:blob
X.hex4	MISC	OK	String:abc
X.hex5	MISC	OK	String:68C3A96C6C6F
X.rx1	MATCHES	ERR	[SQLITE_ERROR] SQL error or missing database (no such function: REGEXP)
X.rx2	MATCHES	ERR	[SQLITE_ERROR] SQL error or missing database (no such function: regexp)
X.rx3	MATCHES	OK	Integer:0
X.rx4	MATCHES	OK	Integer:0
X.rx5	MATCHES	OK	Integer:0
X.rx6	MATCHES	OK	String:substr,replace,substring,iif,lag,like,lead,charindex
X.gr1	GREATEST	OK	<null>
X.gr2	GREATEST	OK	String:null
X.gr3	GREATEST	OK	String:a
X.gr4	GREATEST	OK	Integer:2
X.gr5	GREATEST	OK	Double:2.5
