q.noorder	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n',(SELECT COUNT(*) FROM proj p WHERE p.emp_id=s.id))) FROM emp s
q.order	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n',(SELECT COUNT(*) FROM proj p WHERE p.emp_id=s.id)) ORDER BY s.id) FROM emp s
q.ordercol	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n', s.id) ORDER BY s.id) FROM emp s
q.ordercolnoord	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n', s.id)) FROM emp s
q.ordersal	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n', s.sal) ORDER BY s.id) FROM emp s
q.ordercast	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n',CAST((SELECT COUNT(*) FROM proj p WHERE p.emp_id=s.id) AS SIGNED)) ORDER BY s.id) FROM emp s
q.orderplus	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n',(SELECT COUNT(*) FROM proj p WHERE p.emp_id=s.id)+0) ORDER BY s.id) FROM emp s
q.orderextract	jsonnum	SELECT JSON_ARRAYAGG(JSON_EXTRACT(JSON_OBJECT('n',(SELECT COUNT(*) FROM proj p WHERE p.emp_id=s.id)),'$') ORDER BY s.id) FROM emp s
q.orderstr	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n',(SELECT p.name FROM proj p WHERE p.emp_id=s.id LIMIT 1)) ORDER BY s.id) FROM emp s
q.orderdbl	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n',(SELECT SUM(p.budget) FROM proj p WHERE p.emp_id=s.id)) ORDER BY s.id) FROM emp s
q.ordernested	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('c',(SELECT JSON_ARRAYAGG(JSON_OBJECT('b',p.id)) FROM proj p WHERE p.emp_id=s.id)) ORDER BY s.id) FROM emp s
q.orderbool	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n', s.id=1) ORDER BY s.id) FROM emp s
q.orderdate	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n', s.hired) ORDER BY s.id) FROM emp s
q.groupord	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n', COUNT(*)) ORDER BY dept_id) FROM emp GROUP BY dept_id
q.derivord	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n', c) ORDER BY id) FROM (SELECT s.id, (SELECT COUNT(*) FROM proj p WHERE p.emp_id=s.id) c FROM emp s) x
q.derivordcast	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n', CAST(c AS SIGNED)) ORDER BY id) FROM (SELECT s.id, (SELECT COUNT(*) FROM proj p WHERE p.emp_id=s.id) c FROM emp s) x
q.derivord2	jsonnum	SELECT JSON_ARRAYAGG(JSON_OBJECT('n', c) ORDER BY id) FROM (SELECT s.id, CAST((SELECT COUNT(*) FROM proj p WHERE p.emp_id=s.id) AS SIGNED) c FROM emp s) x
z.subquerycharset	jsonnum	SELECT CHARSET((SELECT COUNT(*) FROM proj))
z.plaincharset	jsonnum	SELECT CHARSET(3)
z.colcharset	jsonnum	SELECT CHARSET(id) FROM emp LIMIT 1
z.objcharset	jsonnum	SELECT CHARSET(JSON_OBJECT('n',(SELECT COUNT(*) FROM proj)))
z.objcharset2	jsonnum	SELECT CHARSET(JSON_OBJECT('n',3))
