R5.lev1	LEVENSHTEIN	SELECT (WITH RECURSIVE p(a,b) AS (SELECT 'kitten','sitting'), r0(j,vec) AS (SELECT 0, substr('0000', 1, 4-length(CAST(0 AS TEXT))) || CAST(0 AS TEXT) UNION ALL SELECT j+1, vec || (substr('0000', 1, 4-length(CAST(j+1 AS TEXT))) || CAST(j+1 AS TEXT)) FROM r0 WHERE j < (SELECT length(b) FROM p)), d(k,vec) AS (SELECT 0, (SELECT vec FROM r0 ORDER BY j DESC LIMIT 1)  UNION ALL SELECT k+1, vec || (substr('0000', 1, 4-length(CAST((CASE WHEN (k % ((SELECT length(b) FROM p)+1))=0 THEN (k/((SELECT length(b) FROM p)+1)+1) ELSE min(CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1))*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+CASE WHEN substr((SELECT a FROM p),(k/((SELECT length(b) FROM p)+1)+1),1)=substr((SELECT b FROM p),(k % ((SELECT length(b) FROM p)+1)),1) THEN 0 ELSE 1 END) END) AS TEXT))) || CAST((CASE WHEN (k % ((SELECT length(b) FROM p)+1))=0 THEN (k/((SELECT length(b) FROM p)+1)+1) ELSE min(CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1))*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+CASE WHEN substr((SELECT a FROM p),(k/((SELECT length(b) FROM p)+1)+1),1)=substr((SELECT b FROM p),(k % ((SELECT length(b) FROM p)+1)),1) THEN 0 ELSE 1 END) END) AS TEXT)) FROM d WHERE k < (SELECT length(a) FROM p)*((SELECT length(b) FROM p)+1)) SELECT CAST(substr(vec,-4) AS INTEGER) FROM d ORDER BY k DESC LIMIT 1)
R5.lev2	LEVENSHTEIN	SELECT (WITH RECURSIVE p(a,b) AS (SELECT 'abc','abc'), r0(j,vec) AS (SELECT 0, substr('0000', 1, 4-length(CAST(0 AS TEXT))) || CAST(0 AS TEXT) UNION ALL SELECT j+1, vec || (substr('0000', 1, 4-length(CAST(j+1 AS TEXT))) || CAST(j+1 AS TEXT)) FROM r0 WHERE j < (SELECT length(b) FROM p)), d(k,vec) AS (SELECT 0, (SELECT vec FROM r0 ORDER BY j DESC LIMIT 1)  UNION ALL SELECT k+1, vec || (substr('0000', 1, 4-length(CAST((CASE WHEN (k % ((SELECT length(b) FROM p)+1))=0 THEN (k/((SELECT length(b) FROM p)+1)+1) ELSE min(CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1))*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+CASE WHEN substr((SELECT a FROM p),(k/((SELECT length(b) FROM p)+1)+1),1)=substr((SELECT b FROM p),(k % ((SELECT length(b) FROM p)+1)),1) THEN 0 ELSE 1 END) END) AS TEXT))) || CAST((CASE WHEN (k % ((SELECT length(b) FROM p)+1))=0 THEN (k/((SELECT length(b) FROM p)+1)+1) ELSE min(CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1))*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+CASE WHEN substr((SELECT a FROM p),(k/((SELECT length(b) FROM p)+1)+1),1)=substr((SELECT b FROM p),(k % ((SELECT length(b) FROM p)+1)),1) THEN 0 ELSE 1 END) END) AS TEXT)) FROM d WHERE k < (SELECT length(a) FROM p)*((SELECT length(b) FROM p)+1)) SELECT CAST(substr(vec,-4) AS INTEGER) FROM d ORDER BY k DESC LIMIT 1)
R5.lev3	LEVENSHTEIN	SELECT (WITH RECURSIVE p(a,b) AS (SELECT 'abc',''), r0(j,vec) AS (SELECT 0, substr('0000', 1, 4-length(CAST(0 AS TEXT))) || CAST(0 AS TEXT) UNION ALL SELECT j+1, vec || (substr('0000', 1, 4-length(CAST(j+1 AS TEXT))) || CAST(j+1 AS TEXT)) FROM r0 WHERE j < (SELECT length(b) FROM p)), d(k,vec) AS (SELECT 0, (SELECT vec FROM r0 ORDER BY j DESC LIMIT 1)  UNION ALL SELECT k+1, vec || (substr('0000', 1, 4-length(CAST((CASE WHEN (k % ((SELECT length(b) FROM p)+1))=0 THEN (k/((SELECT length(b) FROM p)+1)+1) ELSE min(CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1))*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+CASE WHEN substr((SELECT a FROM p),(k/((SELECT length(b) FROM p)+1)+1),1)=substr((SELECT b FROM p),(k % ((SELECT length(b) FROM p)+1)),1) THEN 0 ELSE 1 END) END) AS TEXT))) || CAST((CASE WHEN (k % ((SELECT length(b) FROM p)+1))=0 THEN (k/((SELECT length(b) FROM p)+1)+1) ELSE min(CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1))*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+CASE WHEN substr((SELECT a FROM p),(k/((SELECT length(b) FROM p)+1)+1),1)=substr((SELECT b FROM p),(k % ((SELECT length(b) FROM p)+1)),1) THEN 0 ELSE 1 END) END) AS TEXT)) FROM d WHERE k < (SELECT length(a) FROM p)*((SELECT length(b) FROM p)+1)) SELECT CAST(substr(vec,-4) AS INTEGER) FROM d ORDER BY k DESC LIMIT 1)
R5.lev4	LEVENSHTEIN	SELECT (WITH RECURSIVE p(a,b) AS (SELECT '','xyz'), r0(j,vec) AS (SELECT 0, substr('0000', 1, 4-length(CAST(0 AS TEXT))) || CAST(0 AS TEXT) UNION ALL SELECT j+1, vec || (substr('0000', 1, 4-length(CAST(j+1 AS TEXT))) || CAST(j+1 AS TEXT)) FROM r0 WHERE j < (SELECT length(b) FROM p)), d(k,vec) AS (SELECT 0, (SELECT vec FROM r0 ORDER BY j DESC LIMIT 1)  UNION ALL SELECT k+1, vec || (substr('0000', 1, 4-length(CAST((CASE WHEN (k % ((SELECT length(b) FROM p)+1))=0 THEN (k/((SELECT length(b) FROM p)+1)+1) ELSE min(CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1))*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+CASE WHEN substr((SELECT a FROM p),(k/((SELECT length(b) FROM p)+1)+1),1)=substr((SELECT b FROM p),(k % ((SELECT length(b) FROM p)+1)),1) THEN 0 ELSE 1 END) END) AS TEXT))) || CAST((CASE WHEN (k % ((SELECT length(b) FROM p)+1))=0 THEN (k/((SELECT length(b) FROM p)+1)+1) ELSE min(CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1))*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+CASE WHEN substr((SELECT a FROM p),(k/((SELECT length(b) FROM p)+1)+1),1)=substr((SELECT b FROM p),(k % ((SELECT length(b) FROM p)+1)),1) THEN 0 ELSE 1 END) END) AS TEXT)) FROM d WHERE k < (SELECT length(a) FROM p)*((SELECT length(b) FROM p)+1)) SELECT CAST(substr(vec,-4) AS INTEGER) FROM d ORDER BY k DESC LIMIT 1)
R5.lev5	LEVENSHTEIN	SELECT (WITH RECURSIVE p(a,b) AS (SELECT 'flaw','lawn'), r0(j,vec) AS (SELECT 0, substr('0000', 1, 4-length(CAST(0 AS TEXT))) || CAST(0 AS TEXT) UNION ALL SELECT j+1, vec || (substr('0000', 1, 4-length(CAST(j+1 AS TEXT))) || CAST(j+1 AS TEXT)) FROM r0 WHERE j < (SELECT length(b) FROM p)), d(k,vec) AS (SELECT 0, (SELECT vec FROM r0 ORDER BY j DESC LIMIT 1)  UNION ALL SELECT k+1, vec || (substr('0000', 1, 4-length(CAST((CASE WHEN (k % ((SELECT length(b) FROM p)+1))=0 THEN (k/((SELECT length(b) FROM p)+1)+1) ELSE min(CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1))*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+CASE WHEN substr((SELECT a FROM p),(k/((SELECT length(b) FROM p)+1)+1),1)=substr((SELECT b FROM p),(k % ((SELECT length(b) FROM p)+1)),1) THEN 0 ELSE 1 END) END) AS TEXT))) || CAST((CASE WHEN (k % ((SELECT length(b) FROM p)+1))=0 THEN (k/((SELECT length(b) FROM p)+1)+1) ELSE min(CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1))*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+CASE WHEN substr((SELECT a FROM p),(k/((SELECT length(b) FROM p)+1)+1),1)=substr((SELECT b FROM p),(k % ((SELECT length(b) FROM p)+1)),1) THEN 0 ELSE 1 END) END) AS TEXT)) FROM d WHERE k < (SELECT length(a) FROM p)*((SELECT length(b) FROM p)+1)) SELECT CAST(substr(vec,-4) AS INTEGER) FROM d ORDER BY k DESC LIMIT 1)
R5.lev6	LEVENSHTEIN	SELECT (WITH RECURSIVE p(a,b) AS (SELECT e.name,'alice'), r0(j,vec) AS (SELECT 0, substr('0000', 1, 4-length(CAST(0 AS TEXT))) || CAST(0 AS TEXT) UNION ALL SELECT j+1, vec || (substr('0000', 1, 4-length(CAST(j+1 AS TEXT))) || CAST(j+1 AS TEXT)) FROM r0 WHERE j < (SELECT length(b) FROM p)), d(k,vec) AS (SELECT 0, (SELECT vec FROM r0 ORDER BY j DESC LIMIT 1)  UNION ALL SELECT k+1, vec || (substr('0000', 1, 4-length(CAST((CASE WHEN (k % ((SELECT length(b) FROM p)+1))=0 THEN (k/((SELECT length(b) FROM p)+1)+1) ELSE min(CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1))*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+CASE WHEN substr((SELECT a FROM p),(k/((SELECT length(b) FROM p)+1)+1),1)=substr((SELECT b FROM p),(k % ((SELECT length(b) FROM p)+1)),1) THEN 0 ELSE 1 END) END) AS TEXT))) || CAST((CASE WHEN (k % ((SELECT length(b) FROM p)+1))=0 THEN (k/((SELECT length(b) FROM p)+1)+1) ELSE min(CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1))*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+1, CAST(substr(vec, (((k/((SELECT length(b) FROM p)+1)+1)-1)*((SELECT length(b) FROM p)+1)+((k % ((SELECT length(b) FROM p)+1))-1))*4+1, 4) AS INTEGER)+CASE WHEN substr((SELECT a FROM p),(k/((SELECT length(b) FROM p)+1)+1),1)=substr((SELECT b FROM p),(k % ((SELECT length(b) FROM p)+1)),1) THEN 0 ELSE 1 END) END) AS TEXT)) FROM d WHERE k < (SELECT length(a) FROM p)*((SELECT length(b) FROM p)+1)) SELECT CAST(substr(vec,-4) AS INTEGER) FROM d ORDER BY k DESC LIMIT 1) FROM emp e WHERE e.id=2
R5.ref1	LEVENSHTEIN	SELECT levenshtein('kitten','sitting')
R5.ref2	LEVENSHTEIN	SELECT levenshtein('abc','abc')
R5.ref3	LEVENSHTEIN	SELECT levenshtein('abc','')
R5.ref4	LEVENSHTEIN	SELECT levenshtein('','xyz')
